edition_id,facs,start_article
dark-3707598,https://betalab.kb.se/dark-3707598/bib13991099_19050825_0_12699A_0004.jp2/_view,
dark-3708581,https://betalab.kb.se/dark-3708581/bib13991099_19050131_0_12499A_0002.jp2/_view,
dark-3708581,https://betalab.kb.se/dark-3708581/bib13991099_19050131_0_12499A_0002.jp2/_view,
