	topic_id	token_id	weight
0	0	34	0.0005411255411255411
1	0	188	0.0009411242748959582
2	0	200	0.0005411255411255411
3	0	210	0.00046425255338904364
4	0	211	0.00046425255338904364
5	0	225	0.010822510822510822
6	0	348	0.0009537434430138292
7	0	353	0.001430615164520744
8	0	376	0.046013998116285114
9	0	377	0.00046425255338904364
10	0	388	0.0014053768282850018
11	0	416	0.0005411255411255411
12	0	420	0.0005411255411255411
13	0	487	0.027375827515103285
14	0	489	0.001430615164520744
15	0	504	0.0004768717215069146
16	0	536	0.00046425255338904364
17	0	560	0.001392757660167131
18	0	628	0.0010822510822510823
19	0	654	0.003557259824669296
20	0	685	0.10235326827224922
21	0	695	0.00046425255338904364
22	0	703	0.0005411255411255411
23	0	709	0.0004768717215069146
24	0	721	0.00046425255338904364
25	0	730	0.002384358607534573
26	0	736	0.00046425255338904364
27	0	741	0.00487012987012987
28	0	746	0.0005411255411255411
29	0	798	0.005875507964644454
30	0	818	0.0005411255411255411
31	0	831	0.0004768717215069146
32	0	834	0.0016233766233766233
33	0	871	0.00046425255338904364
34	0	873	0.00046425255338904364
35	0	978	0.001430615164520744
36	0	1021	0.07183210016545342
37	0	1024	0.0004768717215069146
38	0	1033	0.001430615164520744
39	0	1115	0.008416627174622082
40	0	1138	0.00046425255338904364
41	0	1218	0.0018570102135561746
42	0	1233	0.0004768717215069146
43	0	1234	0.0005411255411255411
44	0	1238	0.001392757660167131
45	0	1262	0.0005411255411255411
46	0	1320	0.001430615164520744
47	0	1343	0.0010822510822510823
48	0	1344	0.0009285051067780873
49	0	1363	0.00046425255338904364
50	0	1365	0.007428040854224698
51	0	1370	0.0005411255411255411
52	0	1413	0.00046425255338904364
53	0	1450	0.001430615164520744
54	0	1482	0.0004768717215069146
55	0	1528	0.017177344475394613
56	0	1541	0.0004768717215069146
57	0	1567	0.00046425255338904364
58	0	1568	0.0021645021645021645
59	0	1574	0.0004768717215069146
60	0	1652	0.005722460658082976
61	0	1669	0.0005411255411255411
62	0	1786	0.0004768717215069146
63	0	1808	0.00046425255338904364
64	0	1809	0.0004768717215069146
65	0	1818	0.0004768717215069146
66	0	1849	0.00046425255338904364
67	0	1853	0.001392757660167131
68	0	1862	0.0004768717215069146
69	0	1875	0.005025732493543653
70	0	1893	0.00046425255338904364
71	0	1917	0.002384358607534573
72	0	1996	0.0032467532467532465
73	0	2053	0.002384358607534573
74	0	2060	0.00046425255338904364
75	0	2105	0.00046425255338904364
76	0	2137	0.00046425255338904364
77	0	2156	0.00046425255338904364
78	0	2174	0.0010822510822510823
79	0	2187	0.0005411255411255411
80	0	2203	0.0032497678737233057
81	0	2284	0.00046425255338904364
82	0	2286	0.0004768717215069146
83	0	2300	0.007077360813896494
84	0	2413	0.00046425255338904364
85	0	2420	0.0025128662467718264
86	0	2428	0.0004768717215069146
87	0	2436	0.001392757660167131
88	0	2459	0.0005411255411255411
89	0	2465	0.0004768717215069146
90	0	2477	0.007064741645778622
91	0	2494	0.0010053780945145849
92	0	2533	0.0005411255411255411
93	0	2564	0.0004768717215069146
94	0	2568	0.0005411255411255411
95	0	2570	0.0005411255411255411
96	0	2579	0.0032497678737233057
97	0	2651	0.0005411255411255411
98	0	2693	0.0004768717215069146
99	0	2698	0.0016233766233766233
100	0	2710	0.0009537434430138292
101	0	2748	0.0010179972626324558
102	0	2762	0.0005411255411255411
103	0	2765	0.0040077352309111965
104	0	2779	0.0027056277056277055
105	0	2794	0.0004768717215069146
106	0	2803	0.0005411255411255411
107	0	2811	0.0009537434430138292
108	0	2825	0.0004768717215069146
109	0	2829	0.00487012987012987
110	0	2837	0.0021645021645021645
111	0	2843	0.0005411255411255411
112	0	2854	0.01504536923021746
113	0	2912	0.00046425255338904364
114	0	2929	0.0009537434430138292
115	0	2932	0.0016233766233766233
116	0	2938	0.0010822510822510823
117	0	2939	0.0004768717215069146
118	0	2943	0.0005411255411255411
119	0	2947	0.0033254828824305313
120	0	2953	0.0010822510822510823
121	0	2957	0.0004768717215069146
122	0	2989	0.004291845493562232
123	0	3023	0.0005411255411255411
124	0	3035	0.002321262766945218
125	0	3055	0.0021645021645021645
126	0	3062	0.00046425255338904364
127	0	3069	0.0005411255411255411
128	0	3145	0.0025518817301547103
129	0	3180	0.0018570102135561746
130	0	3207	0.003287625378076918
131	0	3213	0.002100248344883538
132	0	3214	0.00046425255338904364
133	0	3265	0.002861230329041488
134	0	3316	0.00046425255338904364
135	0	3337	0.0010179972626324558
136	0	3439	0.002321262766945218
137	0	3440	0.00046425255338904364
138	0	3464	0.002785515320334262
139	0	3570	0.0004768717215069146
140	0	3578	0.0004768717215069146
141	0	3598	0.0005411255411255411
142	0	3644	0.0005411255411255411
143	0	3755	0.0005411255411255411
144	0	3761	0.0016233766233766233
145	0	3815	0.009975749978380079
146	0	3896	0.0005411255411255411
147	0	3958	0.0021645021645021645
148	0	3968	0.001392757660167131
149	0	4044	0.0004768717215069146
150	0	4111	0.001430615164520744
151	0	4114	0.0021645021645021645
152	0	4137	0.0004768717215069146
153	0	4189	0.0060352831940575676
154	0	4204	0.003557259824669296
155	0	4208	0.001430615164520744
156	0	4209	0.0004768717215069146
157	0	4248	0.0005411255411255411
158	0	4294	0.0004768717215069146
159	0	4300	0.0004768717215069146
160	0	4316	0.016304747976236492
161	0	4328	0.0005411255411255411
162	0	4331	0.0005411255411255411
163	0	4341	0.001392757660167131
164	0	4371	0.00046425255338904364
165	0	4400	0.0004768717215069146
166	0	4539	0.001430615164520744
167	0	4567	0.0005411255411255411
168	0	4585	0.0004768717215069146
169	0	4660	0.0004768717215069146
170	0	4685	0.003714020427112349
171	0	4726	0.0009537434430138292
172	0	4742	0.0018570102135561746
173	0	4756	0.0005411255411255411
174	0	4758	0.0010822510822510823
175	0	4793	0.0019074868860276585
176	0	4821	0.00046425255338904364
177	0	4831	0.0005411255411255411
178	0	4890	0.005646745649375749
179	0	5004	0.0005411255411255411
180	0	5105	0.00046425255338904364
181	0	5110	0.002384358607534573
182	0	5189	0.0005411255411255411
183	0	5197	0.0010053780945145849
184	0	5213	0.0004768717215069146
185	0	5240	0.0005411255411255411
186	0	5254	0.0005411255411255411
187	0	5306	0.0005411255411255411
188	0	5342	0.0010179972626324558
189	0	5370	0.0004768717215069146
190	0	5424	0.0005411255411255411
191	0	5457	0.00046425255338904364
192	0	5472	0.0005411255411255411
193	0	5498	0.0005411255411255411
194	0	5565	0.002785515320334262
195	0	5582	0.0010822510822510823
196	0	5640	0.00046425255338904364
197	0	5690	0.0009411242748959582
198	0	5711	0.00046425255338904364
199	0	5774	0.0005411255411255411
200	0	5788	0.00046425255338904364
201	0	5843	0.005952380952380952
202	0	5895	0.0009285051067780873
203	0	5899	0.0009285051067780873
204	0	5904	0.001559122803757997
205	0	5933	0.0005411255411255411
206	0	5971	0.0004768717215069146
207	0	6053	0.002861230329041488
208	0	6104	0.0005411255411255411
209	0	6121	0.0005411255411255411
210	0	6123	0.002384358607534573
211	0	6125	0.0005411255411255411
212	0	6129	0.0005411255411255411
213	0	6130	0.00046425255338904364
214	0	6143	0.0004768717215069146
215	0	6151	0.00046425255338904364
216	0	6155	0.0009537434430138292
217	0	6158	0.0004768717215069146
218	0	6162	0.008352373355003455
219	0	6163	0.0004768717215069146
220	0	6179	0.0020107561890291697
221	0	6182	0.0005411255411255411
222	0	6188	0.0009537434430138292
223	0	6195	0.0004768717215069146
224	0	6198	0.00046425255338904364
225	0	6215	0.00046425255338904364
226	0	6216	0.01239866475917978
227	0	6222	0.0019074868860276585
228	0	6238	0.0020107561890291697
229	0	6239	0.002861230329041488
230	0	6259	0.001430615164520744
231	0	6264	0.0016233766233766233
232	0	6267	0.0021645021645021645
233	0	6278	0.0009537434430138292
234	0	6280	0.001430615164520744
235	0	6290	0.0004768717215069146
236	0	6299	0.0018570102135561746
237	0	6300	0.0005411255411255411
238	0	6301	0.0004768717215069146
239	0	6310	0.0005411255411255411
240	0	6313	0.0021645021645021645
241	0	6337	0.0004768717215069146
242	0	6340	0.0010179972626324558
243	0	6343	0.0004768717215069146
244	0	6347	0.0004768717215069146
245	0	6350	0.0005411255411255411
246	0	6354	0.0004768717215069146
247	0	6379	0.0019074868860276585
248	0	6382	0.0004768717215069146
249	0	6392	0.00046425255338904364
250	0	6393	0.0010179972626324558
251	0	6397	0.00046425255338904364
252	0	6408	0.0005411255411255411
253	0	6416	0.0004768717215069146
254	0	6418	0.001430615164520744
255	0	6420	0.0005411255411255411
256	0	6429	0.00046425255338904364
257	0	6430	0.0009411242748959582
258	0	6432	0.0010179972626324558
259	0	6438	0.0005411255411255411
260	0	6441	0.0004768717215069146
261	0	6449	0.0005411255411255411
262	0	6457	0.0019074868860276585
263	0	6462	0.0009285051067780873
264	0	6465	0.0005411255411255411
265	0	6469	0.0010822510822510823
266	0	6470	0.0005411255411255411
267	0	6473	0.0005411255411255411
268	0	6479	0.00046425255338904364
269	0	6495	0.009875495302348625
270	0	6498	0.0009285051067780873
271	0	6516	0.00046425255338904364
272	0	6530	0.002384358607534573
273	0	6532	0.00046425255338904364
274	0	6536	0.0004768717215069146
275	0	6539	0.001392757660167131
276	0	6546	0.0004768717215069146
277	0	6563	0.0004768717215069146
278	0	6567	0.00046425255338904364
279	0	6573	0.0005411255411255411
280	0	6583	0.00046425255338904364
281	0	6585	0.0009537434430138292
282	0	6590	0.0005411255411255411
283	0	6592	0.00046425255338904364
284	0	6596	0.0005411255411255411
285	0	6604	0.0005411255411255411
286	0	6621	0.0019074868860276585
287	0	6622	0.0005411255411255411
288	0	6629	0.0019074868860276585
289	0	6637	0.0021645021645021645
290	0	6638	0.0005411255411255411
291	0	6647	0.0009285051067780873
292	0	6661	0.0005411255411255411
293	0	6665	0.0004768717215069146
294	0	6667	0.0004768717215069146
295	0	6670	0.0005411255411255411
296	0	6694	0.0005411255411255411
297	0	6711	0.00046425255338904364
298	0	6716	0.0004768717215069146
299	0	6735	0.0005411255411255411
300	0	6744	0.0010822510822510823
301	0	6748	0.003764497099583833
302	0	6752	0.0020107561890291697
303	0	6753	0.0004768717215069146
304	0	6757	0.00046425255338904364
305	0	6761	0.00046425255338904364
306	0	6763	0.0004768717215069146
307	0	6766	0.0004768717215069146
308	0	6770	0.00046425255338904364
309	0	6772	0.0004768717215069146
310	0	6778	0.00046425255338904364
311	0	6782	0.00046425255338904364
312	0	6786	0.0005411255411255411
313	0	6787	0.0009537434430138292
314	0	6794	0.00046425255338904364
315	0	6799	0.0009537434430138292
316	0	6800	0.0005411255411255411
317	0	6801	0.0005411255411255411
318	0	6807	0.0004768717215069146
319	0	6813	0.0004768717215069146
320	0	6815	0.00046425255338904364
321	0	6830	0.0005411255411255411
322	0	6836	0.0030161342835437546
323	0	6850	0.001430615164520744
324	0	6853	0.0004768717215069146
325	0	6857	0.0004768717215069146
326	0	6858	0.0005411255411255411
327	0	6873	0.004705621374479791
328	0	6877	0.0025771200663904526
329	0	6880	0.00046425255338904364
330	0	6882	0.0004768717215069146
331	0	6897	0.00046425255338904364
332	0	6903	0.00046425255338904364
333	0	6908	0.001430615164520744
334	0	6920	0.0004768717215069146
335	0	6921	0.0004768717215069146
336	0	6925	0.00046425255338904364
337	0	6935	0.0005411255411255411
338	0	6936	0.00046425255338904364
339	0	6939	0.0004768717215069146
340	0	6945	0.0005411255411255411
341	0	6949	0.001392757660167131
342	0	6950	0.0005411255411255411
343	0	6957	0.0005411255411255411
344	0	6967	0.0005411255411255411
345	0	6969	0.00046425255338904364
346	0	6973	0.0004768717215069146
347	0	6987	0.0004768717215069146
348	0	6988	0.0005411255411255411
349	0	6995	0.0005411255411255411
350	0	7005	0.0005411255411255411
351	0	7014	0.00046425255338904364
352	0	7021	0.00046425255338904364
353	0	7040	0.0005411255411255411
354	0	7082	0.0005411255411255411
355	0	7086	0.0005411255411255411
356	0	7250	0.0004768717215069146
357	0	7299	0.00046425255338904364
358	0	7317	0.0005411255411255411
359	0	7379	0.0009285051067780873
360	0	7396	0.00046425255338904364
361	0	7416	0.00046425255338904364
362	0	7464	0.0010053780945145849
363	0	7546	0.0009537434430138292
364	0	7617	0.00046425255338904364
365	0	7622	0.0005411255411255411
366	0	7645	0.0005411255411255411
367	0	7664	0.0009285051067780873
368	0	7668	0.0009285051067780873
369	0	7748	0.00046425255338904364
370	0	7814	0.0009537434430138292
371	0	7863	0.00046425255338904364
372	0	7877	0.004329004329004329
373	0	7918	0.0005411255411255411
374	0	7930	0.00046425255338904364
375	0	7931	0.00046425255338904364
376	0	7946	0.0004768717215069146
377	0	8030	0.00046425255338904364
378	0	8067	0.00046425255338904364
379	0	8150	0.0009285051067780873
380	0	8196	0.00046425255338904364
381	0	8277	0.00046425255338904364
382	0	8427	0.0014053768282850018
383	0	8454	0.00046425255338904364
384	0	8499	0.00046425255338904364
385	0	8509	0.002321262766945218
386	0	8539	0.0005411255411255411
