	document_id	topic_id	weight
0	0	1	0.1514041514041514
1	0	2	0.006105006105006105
2	0	6	0.0006105006105006105
3	0	7	0.1617826617826618
4	0	8	0.001221001221001221
5	0	9	0.008547008547008546
6	0	10	0.12698412698412698
7	0	11	0.001221001221001221
8	0	12	0.07203907203907205
9	0	15	0.012820512820512822
10	0	18	0.030525030525030528
11	0	19	0.021367521367521364
12	0	22	0.0006105006105006105
13	0	23	0.005494505494505495
14	0	24	0.01098901098901099
15	0	26	0.0006105006105006105
16	0	28	0.001221001221001221
17	0	29	0.031746031746031744
18	0	31	0.08852258852258853
19	0	32	0.004273504273504274
20	0	33	0.0036630036630036634
21	0	34	0.004273504273504273
22	0	35	0.0006105006105006105
23	0	36	0.0006105006105006105
24	0	37	0.0006105006105006105
25	0	38	0.08547008547008546
26	0	40	0.07142857142857142
27	0	41	0.0006105006105006105
28	0	42	0.0030525030525030525
29	0	44	0.040293040293040296
30	0	45	0.0018315018315018317
31	0	46	0.014652014652014654
32	0	49	0.0347985347985348
33	1	0	0.005563877594692917
34	1	1	0.09078155836127161
35	1	2	0.029697791093040396
36	1	3	0.024704567610623677
37	1	4	0.016168533181158903
38	1	6	0.0021161756663575625
39	1	7	0.014123689278835866
40	1	8	0.016525192001331526
41	1	9	0.024728344865301854
42	1	10	0.1542430510973203
43	1	11	0.002116175666357562
44	1	12	0.017452504933780345
45	1	13	0.027462729153291964
46	1	14	0.026226311910026872
47	1	15	0.0023301709584611363
48	1	16	0.02280238723636969
49	1	17	0.022398173906840717
50	1	18	0.03245595263570868
51	1	19	0.02123308842761015
52	1	20	0.008726252466890171
53	1	22	0.000499322348241672
54	1	23	0.02325415507525501
55	1	24	0.027819387973464584
56	1	25	0.0009510901871269944
57	1	26	0.007370948950234206
58	1	27	0.00026154980145992346
59	1	28	0.019592457854816083
60	1	29	0.03602254083743491
61	1	30	0.0002377725467817486
62	1	31	0.05618565280452719
63	1	33	0.009273129324488195
64	1	34	0.005991868178900065
65	1	35	0.0015930760634377155
66	1	36	0.006396081508429036
67	1	37	0.0171196233682859
68	1	38	0.07059466913950115
69	1	39	0.0019259576289321634
70	1	40	0.06769384406876382
71	1	41	0.015930760634377154
72	1	42	0.00166440782747224
73	1	43	0.0006419858763107212
74	1	44	0.014837006919181111
75	1	45	0.0009510901871269944
76	1	46	0.023610813895427633
77	1	47	0.0002377725467817486
78	1	48	0.001688185082150415
79	1	49	0.02579832132581972
80	2	0	0.047565543071161044
81	2	1	0.00961298377028714
82	2	2	0.0006242197253433209
83	2	3	0.0008739076154806492
84	2	5	0.016729088639200997
85	2	6	0.03732833957553059
86	2	8	0.00024968789013732833
87	2	9	0.00024968789013732833
88	2	10	0.026217228464419474
89	2	11	0.00024968789013732833
90	2	15	0.006242197253433209
91	2	17	0.00012484394506866417
92	2	18	0.007740324594257178
93	2	19	0.0004993757802746567
94	2	20	0.000749063670411985
95	2	21	0.0032459425717852684
96	2	22	0.037328339575530584
97	2	23	0.00012484394506866417
98	2	24	0.1842696629213483
99	2	25	0.06629213483146068
100	2	26	0.08701622971285893
101	2	27	0.09925093632958802
102	2	30	0.0006242197253433209
103	2	32	0.018352059925093634
104	2	33	0.00012484394506866417
105	2	36	0.04032459425717853
106	2	37	0.025967540574282147
107	2	38	0.08102372034956305
108	2	39	0.1104868913857678
109	2	40	0.008614232209737829
110	2	41	0.00012484394506866417
111	2	42	0.0016229712858926342
112	2	44	0.0003745318352059925
113	2	46	0.00012484394506866417
114	2	47	0.013358302122347065
115	2	48	0.06629213483146068
116	3	0	0.001792114695340502
117	3	2	0.003584229390681004
118	3	3	0.007168458781362008
119	3	5	0.001792114695340502
120	3	10	0.008960573476702509
121	3	14	0.00896057347670251
122	3	16	0.001792114695340502
123	3	17	0.003584229390681004
124	3	18	0.014336917562724016
125	3	21	0.001792114695340502
126	3	22	0.16845878136200718
127	3	24	0.1917562724014337
128	3	26	0.1057347670250896
129	3	27	0.02329749103942652
130	3	30	0.001792114695340502
131	3	32	0.03763440860215054
132	3	35	0.003584229390681004
133	3	36	0.012544802867383513
134	3	37	0.007168458781362008
135	3	38	0.0985663082437276
136	3	39	0.08960573476702509
137	3	43	0.03046594982078853
138	3	44	0.019713261648745522
139	3	47	0.08064516129032258
140	3	48	0.07526881720430108
141	4	0	0.003454231433506045
142	4	1	0.02849740932642487
143	4	3	0.006044905008635578
144	4	5	0.0017271157167530226
145	4	6	0.0017271157167530226
146	4	10	0.03367875647668394
147	4	11	0.0008635578583765113
148	4	12	0.0008635578583765113
149	4	14	0.019861830742659757
150	4	15	0.004317789291882556
151	4	17	0.0008635578583765113
152	4	18	0.008635578583765112
153	4	21	0.0051813471502590676
154	4	22	0.06476683937823834
155	4	23	0.0008635578583765113
156	4	24	0.14162348877374784
157	4	25	0.015544041450777202
158	4	26	0.07599309153713299
159	4	27	0.0017271157167530226
160	4	28	0.0008635578583765113
161	4	32	0.0017271157167530226
162	4	35	0.004317789291882556
163	4	36	0.21416234887737481
164	4	37	0.003454231433506045
165	4	38	0.17616580310880828
166	4	39	0.06563039723661486
167	4	40	0.015544041450777202
168	4	45	0.0017271157167530226
169	4	46	0.0008635578583765113
170	4	47	0.06303972366148532
171	4	48	0.004317789291882556
172	4	49	0.03195164075993092
173	5	1	0.01941747572815534
174	5	2	0.0032362459546925564
175	5	4	0.022653721682847894
176	5	6	0.03883495145631068
177	5	8	0.10032362459546924
178	5	10	0.0032362459546925564
179	5	11	0.03883495145631068
180	5	12	0.006472491909385113
181	5	15	0.019417475728155338
182	5	16	0.0032362459546925564
183	5	19	0.012944983818770225
184	5	20	0.0032362459546925564
185	5	22	0.061488673139158574
186	5	23	0.01941747572815534
187	5	24	0.12297734627831715
188	5	26	0.00970873786407767
189	5	28	0.01941747572815534
190	5	29	0.006472491909385113
191	5	30	0.03559870550161812
192	5	31	0.012944983818770225
193	5	33	0.0032362459546925564
194	5	35	0.012944983818770225
195	5	36	0.08090614886731391
196	5	38	0.1423948220064725
197	5	40	0.02588996763754045
198	5	42	0.00970873786407767
199	5	44	0.07119741100323625
200	5	45	0.04854368932038835
201	5	46	0.012944983818770225
202	5	47	0.029126213592233007
203	5	49	0.0032362459546925564
204	6	0	0.0043859649122807015
205	6	5	0.0043859649122807015
206	6	6	0.021929824561403508
207	6	10	0.008771929824561403
208	6	13	0.013157894736842105
209	6	15	0.03508771929824561
210	6	19	0.03508771929824561
211	6	20	0.0043859649122807015
212	6	23	0.0043859649122807015
213	6	24	0.048245614035087724
214	6	28	0.02631578947368421
215	6	29	0.0043859649122807015
216	6	33	0.10087719298245613
217	6	35	0.4385964912280702
218	6	41	0.02631578947368421
219	6	42	0.013157894736842105
220	6	45	0.08333333333333333
221	6	46	0.0043859649122807015
222	6	47	0.10526315789473684
223	6	48	0.017543859649122806
224	7	0	0.006863055643543448
225	7	1	0.07866117622215184
226	7	2	0.00010558547143912998
227	7	3	0.009977827050997782
228	7	4	0.004487382536163024
229	7	5	0.036585365853658534
230	7	6	0.02571006229542815
231	7	7	0.00026396367859782494
232	7	8	0.014042867701404288
233	7	9	0.0021645021645021645
234	7	10	0.091384225530567
235	7	11	0.013145391194171683
236	7	12	0.008235666772252138
237	7	14	0.00010558547143912998
238	7	15	0.031200506810262905
239	7	16	0.0003167564143173899
240	7	17	0.0012670256572695597
241	7	19	0.0004751346214760849
242	7	20	0.04666877837609545
243	7	21	0.00015837820715869496
244	7	22	0.0015309893358673849
245	7	24	0.0922817020377996
246	7	26	0.02280646183085207
247	7	27	0.003853869707528244
248	7	29	0.01303980572273255
249	7	30	0.00010558547143912998
250	7	31	0.04160067574701721
251	7	33	0.017527188258895574
252	7	34	0.04080878471122373
253	7	35	0.011878365536902122
254	7	36	0.0022172949002217295
255	7	37	0.0005807200929152149
256	7	38	0.09729701193115826
257	7	39	0.012775842044134728
258	7	40	0.052053637419491074
259	7	41	0.023756731073804244
260	7	42	0.04666877837609545
261	7	43	0.043870763382958505
262	7	44	0.013145391194171683
263	7	45	0.04138950480413895
264	7	46	0.00021117094287825995
265	7	48	0.029036004645760744
266	7	49	0.019744483159117306
