	document_id	topic_id	weight
168	4	34	0.04749568221070812
169	4	35	0.12435233160621761
170	4	36	0.08981001727115716
171	4	38	0.04922279792746114
172	4	39	0.10708117443868738
173	4	40	0.01986183074265976
174	4	41	0.010362694300518135
175	4	43	0.04404145077720207
176	4	45	0.07081174438687392
177	4	46	0.008635578583765112
178	4	47	0.0025906735751295338
179	4	49	0.03195164075993091
180	5	0	0.006472491909385113
181	5	3	0.0032362459546925564
182	5	5	0.022653721682847894
183	5	6	0.0032362459546925564
184	5	7	0.02588996763754045
185	5	8	0.03559870550161812
186	5	9	0.061488673139158574
187	5	10	0.0032362459546925564
188	5	12	0.009708737864077669
189	5	14	0.0032362459546925564
190	5	15	0.022653721682847894
191	5	18	0.15533980582524273
192	5	19	0.02588996763754045
193	5	20	0.0032362459546925564
194	5	21	0.006472491909385113
195	5	24	0.006472491909385113
196	5	25	0.032362459546925564
197	5	26	0.0032362459546925564
198	5	27	0.08090614886731391
199	5	28	0.0032362459546925564
200	5	32	0.04854368932038835
201	5	33	0.01941747572815534
202	5	34	0.03883495145631068
203	5	35	0.0032362459546925564
204	5	36	0.042071197411003236
205	5	37	0.016181229773462782
206	5	38	0.006472491909385113
207	5	39	0.07119741100323625
208	5	40	0.006472491909385113
209	5	41	0.022653721682847894
210	5	42	0.012944983818770225
211	5	43	0.18122977346278316
212	5	45	0.006472491909385113
213	5	48	0.006472491909385113
214	5	49	0.0032362459546925564
215	6	1	0.013157894736842106
216	6	3	0.02192982456140351
217	6	6	0.004385964912280702
218	6	12	0.04824561403508773
219	6	13	0.2192982456140351
220	6	15	0.004385964912280702
221	6	17	0.01754385964912281
222	6	18	0.004385964912280702
223	6	20	0.013157894736842106
224	6	22	0.008771929824561405
225	6	24	0.06140350877192983
226	6	26	0.004385964912280702
227	6	27	0.07017543859649124
228	6	29	0.07456140350877193
229	6	30	0.004385964912280702
230	6	31	0.004385964912280702
231	6	36	0.02192982456140351
232	6	39	0.013157894736842106
233	6	40	0.01754385964912281
234	6	41	0.324561403508772
235	6	42	0.004385964912280702
236	6	43	0.008771929824561405
237	6	44	0.004385964912280702
238	6	46	0.026315789473684213
239	6	47	0.004385964912280702
240	7	0	0.0025340513145391194
241	7	1	0.010980889029669517
242	7	2	0.0010030619786717348
243	7	3	0.0027452222574173794
244	7	5	0.0012670256572695597
245	7	6	0.029036004645760744
246	7	7	0.0033787350860521592
247	7	8	0.013567733079928201
248	7	9	0.005332066307676064
249	7	10	0.006704677436384754
250	7	11	0.0023756731073804245
251	7	12	0.05078661176222152
252	7	13	0.013250976665610812
253	7	14	0.0025340513145391194
254	7	15	0.0014254038644282549
255	7	16	0.012723049308415162
256	7	17	0.01768556646605427
257	7	18	0.011561609122584733
258	7	19	0.039066624432478096
259	7	20	0.007074226586421708
260	7	21	0.007021433850702144
261	7	22	0.015309893358673847
262	7	23	0.029088797381480305
263	7	24	0.012459085629817337
264	7	25	0.019110970330482525
265	7	26	0.025974025974025972
266	7	27	0.011297645443986907
267	7	28	0.011561609122584733
268	7	29	0.009238728750923873
269	7	30	0.03795797698236723
270	7	31	0.042075810368493304
271	7	32	0.01045296167247387
272	7	33	0.01895259212332383
273	7	34	0.10093971069580826
274	7	35	0.023967902016682502
275	7	36	0.006546299229226059
276	7	37	0.023123218245169466
277	7	38	0.013303769401330377
278	7	39	0.07380424453595186
279	7	40	0.0027980149931369444
280	7	41	0.035793474817865066
281	7	42	0.040703199239784604
282	7	43	0.05279273571956499
283	7	44	0.006810262907823884
284	7	45	0.0016365748073065148
285	7	46	0.03183401963889769
286	7	47	0.0016893675430260796
287	7	48	0.0003167564143173899
288	7	49	0.09840565938126915
289	8	0	0.007102272727272728
290	8	2	0.008049242424242424
291	8	3	0.030539772727272724
292	8	5	0.0007102272727272726
293	8	7	0.000946969696969697
294	8	8	0.00023674242424242425
295	8	9	0.0016571969696969697
296	8	10	0.0004734848484848485
297	8	13	0.040009469696969696
298	8	16	0.00023674242424242425
299	8	17	0.006155303030303029
300	8	18	0.0007102272727272726
301	8	20	0.06865530303030302
302	8	22	0.004024621212121212
303	8	23	0.0004734848484848485
304	8	24	0.015861742424242424
305	8	25	0.12523674242424243
306	8	26	0.18986742424242423
307	8	27	0.019176136363636364
308	8	29	0.06818181818181818
309	8	32	0.006628787878787879
310	8	33	0.00023674242424242425
311	8	34	0.004734848484848485
312	8	35	0.03314393939393939
313	8	38	0.07102272727272728
314	8	39	0.16003787878787878
315	8	40	0.0037878787878787876
316	8	41	0.0004734848484848485
317	8	43	0.005445075757575757
318	8	44	0.0023674242424242425
319	8	45	0.12050189393939394
320	8	49	0.0033143939393939395
321	9	2	0.03438926940639269
322	9	3	0.06621004566210047
323	9	4	0.00014269406392694063
324	9	6	0.025256849315068497
325	9	7	0.0014269406392694063
326	9	9	0.06663812785388128
327	9	12	0.0008561643835616438
328	9	14	0.00014269406392694063
329	9	15	0.011415525114155252
330	9	16	0.014126712328767124
331	9	17	0.006992009132420092
332	9	19	0.05507990867579909
333	9	20	0.0004280821917808219
334	9	21	0.004708904109589041
335	9	22	0.005707762557077625
336	9	23	0.0008561643835616438
337	9	24	0.10716324200913241
338	9	25	0.027539954337899544
339	9	26	0.013270547945205479
340	9	27	0.01127283105022831
341	9	28	0.02482876712328767
342	9	29	0.0018550228310502282
343	9	30	0.020690639269406393
344	9	32	0.05807648401826484
345	9	33	0.009703196347031963
346	9	34	0.021974885844748857
347	9	35	0.019121004566210045
348	9	36	0.00014269406392694063
349	9	37	0.001569634703196347
350	9	38	0.06364155251141553
351	9	39	0.0687785388127854
352	9	40	0.00684931506849315
353	9	42	0.04337899543378996
354	9	43	0.001997716894977169
355	9	44	0.00028538812785388126
356	9	45	0.13042237442922375
357	9	46	0.014126712328767123
358	9	47	0.00028538812785388126
359	9	49	0.05864726027397261
360	10	1	0.000937426763534099
361	10	2	0.027732208421217094
362	10	3	0.037731427232247476
363	10	6	0.020545269900789
364	10	8	0.00023435669088352475
365	10	9	0.02312319350050777
366	10	11	7.81188969611749e-05
367	10	12	0.004843371611592844
368	10	13	0.03124755878446996
369	10	15	0.002343566908835247
370	10	16	0.0011717834544176236
371	10	17	0.020310913209905475
372	10	18	0.0017967346301070227
373	10	19	0.022185766736973672
374	10	20	0.024607452542770095
375	10	21	0.002499804702757597
376	10	22	0.010546051089758613
377	10	23	7.81188969611749e-05
378	10	24	0.06304194984766816
379	10	25	0.06811967815014452
380	10	26	0.0685102726349504
381	10	27	0.028122802906022967
382	10	28	0.017576751816264353
383	10	29	0.024763690336692446
384	10	30	0.024998047027575968
385	10	31	0.0001562377939223498
386	10	32	0.01320209358643856
387	10	33	0.0028122802906022965
388	10	34	0.033278650105460515
389	10	35	0.02320131239746895
390	10	36	0.000937426763534099
391	10	37	0.0003905944848058745
392	10	38	0.07444730880399969
393	10	39	0.0986641668619639
394	10	40	0.00781188969611749
395	10	41	0.014686352628700883
396	10	42	0.028982110772595892
397	10	43	0.03820014061401453
398	10	45	0.09288336848683697
399	10	48	0.0019529724240293725
400	10	49	0.04124677759550035
401	11	0	0.0005330490405117271
402	11	2	0.015458422174840086
403	11	3	0.06396588486140725
404	11	5	0.0017768301350390902
405	11	6	0.00017768301350390902
406	11	12	0.00035536602700781805
407	11	13	0.026297085998578534
408	11	15	0.0010660980810234541
409	11	17	0.01261549395877754
410	11	19	0.0008884150675195451
411	11	20	0.035891968727789623
412	11	21	0.00017768301350390902
413	11	22	0.008528784648187633
414	11	24	0.041044776119402986
415	11	25	0.14108031272210375
416	11	26	0.11584932480454868
417	11	27	0.005152807391613361
418	11	28	0.0007107320540156361
419	11	29	0.02487562189054726
420	11	30	0.00035536602700781805
421	11	32	0.004086709310589908
422	11	33	0.00035536602700781805
423	11	34	0.007107320540156361
424	11	35	0.03482587064676617
425	11	36	0.0005330490405117271
426	11	38	0.13948116560056859
427	11	39	0.1460554371002132
428	11	40	0.0023098791755508173
429	11	41	0.00017768301350390902
430	11	42	0.003375977256574271
431	11	44	0.00035536602700781805
432	11	45	0.15280739161336176
433	11	47	0.00035536602700781805
434	11	49	0.011371712864250177
435	12	2	0.07482993197278912
436	12	3	0.06827016520894072
437	12	4	0.00024295432458697764
438	12	8	0.0007288629737609329
439	12	9	0.062439261418853254
440	12	10	0.004859086491739553
441	12	11	0.00024295432458697764
442	12	13	0.0031584062196307098
443	12	15	0.0058309037900874635
444	12	17	0.009718172983479106
445	12	19	0.04081632653061224
446	12	20	0.0014577259475218659
447	12	21	0.0036443148688046646
448	12	22	0.013605442176870748
449	12	24	0.13896987366375121
450	12	25	0.030855199222546162
451	12	26	0.0012147716229348883
452	12	27	0.0060738581146744415
453	12	30	0.00728862973760933
454	12	32	0.06486880466472304
455	12	34	0.005587949465500486
456	12	35	0.00728862973760933
457	12	36	0.00048590864917395527
458	12	38	0.08722060252672498
459	12	39	0.07701652089407192
460	12	40	0.01020408163265306
461	12	41	0.00024295432458697764
462	12	42	0.010932944606413994
463	12	43	0.0060738581146744415
464	12	45	0.22084548104956267
465	12	46	0.0009718172983479105
466	12	49	0.034013605442176874
